"Source Name",Domain,Text,"Program Name","Date Accessed","Data Source"
History,google.com,"flights to bali, indonesia","Google Chrome","2018-04-01 01:23:23 IST",LoneWolf.E01
History,google.com,"bali airport","Google Chrome","2018-04-01 01:24:41 IST",LoneWolf.E01
History,google.com,"iad airport","Google Chrome","2018-04-01 01:26:11 IST",LoneWolf.E01
History,google.com,"jfk airport code","Google Chrome","2018-04-01 01:26:23 IST",LoneWolf.E01
History,google.com,"doh hamad international","Google Chrome","2018-04-01 01:27:09 IST",LoneWolf.E01
History,google.com,"do the cops track web searches","Google Chrome","2018-04-01 01:33:23 IST",LoneWolf.E01
History,google.com,"do the cops track web searches","Google Chrome","2018-04-01 01:33:23 IST",LoneWolf.E01
History,google.com,"how come when i eat pizza it burns my mouth behind my teeth","Google Chrome","2018-04-01 03:19:45 IST",LoneWolf.E01
History,google.com,"federal government vs ranchers","Google Chrome","2018-04-02 06:28:35 IST",LoneWolf.E01
History,google.com,"federal government vs ranchers","Google Chrome","2018-04-02 06:28:35 IST",LoneWolf.E01
History,google.com,dropbox,"Google Chrome","2018-04-02 07:10:05 IST",LoneWolf.E01
History,google.com,onedrive,"Google Chrome","2018-04-05 07:27:21 IST",LoneWolf.E01
History,google.com,"dulles airport","Google Chrome","2018-04-02 07:18:43 IST",LoneWolf.E01
History,google.com,"public buildins in reston va","Google Chrome","2018-04-02 07:19:59 IST",LoneWolf.E01
History,google.com,"public buildins in reston va","Google Chrome","2018-04-02 07:19:59 IST",LoneWolf.E01
History,google.com,"democrat building reston va","Google Chrome","2018-04-02 07:20:15 IST",LoneWolf.E01
History,google.com,"reston virginia democratic party building","Google Chrome","2018-04-02 07:21:01 IST",LoneWolf.E01
History,google.com,"reston virginia democratic party building","Google Chrome","2018-04-02 07:21:40 IST",LoneWolf.E01
History,google.com,"reston virginia democratic party building","Google Chrome","2018-04-02 07:21:40 IST",LoneWolf.E01
History,google.com,"reston virginia democratic party building","Google Chrome","2018-04-02 07:21:40 IST",LoneWolf.E01
History,google.com,"reston virginia democratic party building","Google Chrome","2018-04-02 07:21:40 IST",LoneWolf.E01
History,google.com,"reston virginia democratic party building","Google Chrome","2018-04-02 07:21:41 IST",LoneWolf.E01
History,google.com,"reston virginia democratic party building","Google Chrome","2018-04-02 07:21:41 IST",LoneWolf.E01
History,google.com,"reston virginia democratic party building","Google Chrome","2018-04-02 07:22:13 IST",LoneWolf.E01
History,google.com,"reston virginia democratic party building","Google Chrome","2018-04-02 07:22:13 IST",LoneWolf.E01
History,google.com,"reston virginia democratic party building","Google Chrome","2018-04-02 07:22:13 IST",LoneWolf.E01
History,google.com,brietbart,"Google Chrome","2018-04-03 11:29:43 IST",LoneWolf.E01
History,google.com,foxnews,"Google Chrome","2018-04-03 11:32:02 IST",LoneWolf.E01
History,google.com,"hotels in bali","Google Chrome","2018-04-03 11:34:29 IST",LoneWolf.E01
History,google.com,"dulles to bali","Google Chrome","2018-04-03 11:41:40 IST",LoneWolf.E01
History,google.com,"fairfax democrate building","Google Chrome","2018-04-03 11:44:42 IST",LoneWolf.E01
History,google.com,"anti-gun rally near me","Google Chrome","2018-04-03 11:50:24 IST",LoneWolf.E01
History,google.com,"upcoming anti-gun rally near me","Google Chrome","2018-04-03 11:51:17 IST",LoneWolf.E01
History,google.com,"upcoming anti-gun rally near me","Google Chrome","2018-04-03 11:51:17 IST",LoneWolf.E01
History,google.com,"upcoming anti-gun rally near me","Google Chrome","2018-04-03 11:51:17 IST",LoneWolf.E01
History,google.com,"sterling va","Google Chrome","2018-04-03 11:53:26 IST",LoneWolf.E01
History,google.com,"why is there a timespan on my flight departure","Google Chrome","2018-04-03 11:59:21 IST",LoneWolf.E01
History,google.com,"cascades library sterling va","Google Chrome","2018-04-03 12:14:28 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:16:42 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:16:52 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:17:03 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:17:09 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:18:01 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:17:17 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:17:18 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:17:20 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:17:21 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:17:23 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:18:01 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:17:26 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:18:01 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:18:01 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:18:01 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:18:32 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:18:28 IST",LoneWolf.E01
History,google.com,"cascades library meeting room b","Google Chrome","2018-04-03 12:18:32 IST",LoneWolf.E01
History,google.com,"cascades library sterling va meeting room b","Google Chrome","2018-04-03 12:18:39 IST",LoneWolf.E01
History,google.com,"cascades library sterling va meeting room b","Google Chrome","2018-04-03 12:18:43 IST",LoneWolf.E01
History,google.com,"cascades library sterling va meeting room b","Google Chrome","2018-04-03 12:19:09 IST",LoneWolf.E01
History,google.com,"cascades library sterling va meeting room b","Google Chrome","2018-04-03 12:19:05 IST",LoneWolf.E01
History,google.com,"cascades library sterling va meeting room b","Google Chrome","2018-04-03 12:19:09 IST",LoneWolf.E01
History,google.com,"velcro tear away clothes","Google Chrome","2018-04-04 10:43:41 IST",LoneWolf.E01
History,google.com,"velcro tear away clothes","Google Chrome","2018-04-04 10:43:41 IST",LoneWolf.E01
History,google.com,"velcro tear away clothes","Google Chrome","2018-04-04 10:43:53 IST",LoneWolf.E01
History,google.com,"how do i set google drive to auto sync","Google Chrome","2018-04-05 07:21:32 IST",LoneWolf.E01
History,google.com,onedrive,"Google Chrome","2018-04-05 07:27:21 IST",LoneWolf.E01
History,google.com,"get onedrive to automatically sync with folders","Google Chrome","2018-04-05 07:29:43 IST",LoneWolf.E01
History,google.com,"if i move my desktop to one drive, is it still on my desktop","Google Chrome","2018-04-05 07:32:44 IST",LoneWolf.E01
History,google.com,"box sync de3sktop","Google Chrome","2018-04-05 07:35:40 IST",LoneWolf.E01
History,google.com,"will box sync automatically backup desktop","Google Chrome","2018-04-05 07:36:24 IST",LoneWolf.E01
History,google.com,"box sync de3sktop","Google Chrome","2018-04-05 07:36:48 IST",LoneWolf.E01
History,google.com,"gun control great britain","Google Chrome","2018-04-05 11:11:14 IST",LoneWolf.E01
History,google.com,"gun control great britain","Google Chrome","2018-04-05 11:11:17 IST",LoneWolf.E01
History,google.com,"Can you defend yourself from burglars in london","Google Chrome","2018-04-05 11:12:14 IST",LoneWolf.E01
History,google.com,"uk wants to ban knives","Google Chrome","2018-04-05 11:20:27 IST",LoneWolf.E01
History,google.com,"gun control in indonesia","Google Chrome","2018-04-05 11:21:54 IST",LoneWolf.E01
History,google.com,"things to do in bali","Google Chrome","2018-04-05 11:22:24 IST",LoneWolf.E01
History,google.com,"indonesia expat jobs","Google Chrome","2018-04-05 11:22:56 IST",LoneWolf.E01
History,linkedin.com,"Indonesia Expat","Google Chrome","2018-04-05 11:23:37 IST",LoneWolf.E01
History,google.com,"is it legal to carry large sums of cash out of the country","Google Chrome","2018-04-05 11:24:43 IST",LoneWolf.E01
History,google.com,"transferring money to an overseas account","Google Chrome","2018-04-05 11:27:11 IST",LoneWolf.E01
History,google.com,"how does a us citizen get an overseas bank account","Google Chrome","2018-04-05 11:27:48 IST",LoneWolf.E01
History,google.com,"do indonesian banks cooperate with us government","Google Chrome","2018-04-05 11:28:57 IST",LoneWolf.E01
History,google.com,"how to smuggle cash through airport","Google Chrome","2018-04-05 11:29:29 IST",LoneWolf.E01
History,google.com,"can i strap cash to myself and walk through tsa","Google Chrome","2018-04-05 11:33:28 IST",LoneWolf.E01
History,google.com,"can i tape cash to myself and walk through tsa","Google Chrome","2018-04-05 11:33:58 IST",LoneWolf.E01
History,youtube.com,"snl jurassic park","Google Chrome","2018-04-05 13:24:58 IST",LoneWolf.E01
History,youtube.com,"jurassic park linux","Google Chrome","2018-04-05 13:30:21 IST",LoneWolf.E01
History,youtube.com,"jurassic park","Google Chrome","2018-04-05 13:31:22 IST",LoneWolf.E01
History,youtube.com,"jurassic park melodica","Google Chrome","2018-04-05 13:30:41 IST",LoneWolf.E01
History,youtube.com,"jurassic park","Google Chrome","2018-04-05 13:31:22 IST",LoneWolf.E01
History,google.com,"jurassic world the lost world theme tune","Google Chrome","2018-04-05 13:50:28 IST",LoneWolf.E01
History,google.com,"jurassic world raptors indominus","Google Chrome","2018-04-05 13:51:33 IST",LoneWolf.E01
History,google.com,"giaccinio jurassic park game sound track","Google Chrome","2018-04-05 13:55:00 IST",LoneWolf.E01
History,google.com,"giaccinio jurassic park game sound track laboratory hunt","Google Chrome","2018-04-05 13:55:42 IST",LoneWolf.E01
History,google.com,onedrive,"Google Chrome","2018-04-05 14:07:55 IST",LoneWolf.E01
History,google.com,"the blaze","Google Chrome","2018-04-06 09:13:01 IST",LoneWolf.E01
WebCacheV01.dat,bing.com,"google drive sync download","Microsoft Edge Analyzer","2018-03-27 23:38:57 IST",LoneWolf.E01
WebCacheV01.dat,bing.com,"google drive sync download","Microsoft Edge Analyzer","2018-03-27 23:38:57 IST",LoneWolf.E01
WebCacheV01.dat,bing.com,"cloud storage solutions","Microsoft Edge Analyzer","2018-03-27 23:41:15 IST",LoneWolf.E01
WebCacheV01.dat,bing.com,chrome,"Microsoft Edge Analyzer","2018-03-27 09:28:58 IST",LoneWolf.E01
WebCacheV01.dat,bing.com,"cloud storage solutions","Microsoft Edge Analyzer","2018-03-27 23:41:17 IST",LoneWolf.E01
