"Source Name",URL,"Date Accessed","Referrer URL",Title,"Program Name",Domain,Username,"Data Source"
History,"https://mail.google.com/mail/u/0/?pli=1#","2018-03-27 15:29:02 IST","https://mail.google.com/mail/u/0/?pli=1#",Gmail,"Google Chrome",google.com,Default,LoneWolf.E01
History,"https://mail.google.com/mail/u/0/#","2018-03-27 15:29:02 IST","https://mail.google.com/mail/u/0/#",Gmail,"Google Chrome",google.com,Default,LoneWolf.E01
History,"https://mail.google.com/mail/u/0/#inbox","2018-04-05 11:38:54 IST","https://mail.google.com/mail/u/0/#inbox","Inbox (7) - jimcloudy1@gmail.com - Gmail","Google Chrome",google.com,Default,LoneWolf.E01
History,"https://mail.google.com/mail/u/0/#inbox","2018-04-05 11:38:54 IST","https://mail.google.com/mail/u/0/#inbox","Inbox (7) - jimcloudy1@gmail.com - Gmail","Google Chrome",google.com,Default,LoneWolf.E01
History,http://www.weather.com/,"2018-04-04 11:03:30 IST",http://www.weather.com/,"National and Local Weather Radar, Daily Forecast, Hurricane and information from The Weather Channel and weather.com","Google Chrome",weather.com,Default,LoneWolf.E01
History,https://www.weather.com/,"2018-04-04 11:03:30 IST",https://www.weather.com/,"National and Local Weather Radar, Daily Forecast, Hurricane and information from The Weather Channel and weather.com","Google Chrome",weather.com,Default,LoneWolf.E01
History,https://weather.com/,"2018-04-06 13:55:20 IST",https://weather.com/,"National and Local Weather Radar, Daily Forecast, Hurricane and information from The Weather Channel and weather.com","Google Chrome",weather.com,Default,LoneWolf.E01
History,https://weather.com/,"2018-04-06 13:55:20 IST",https://weather.com/,"National and Local Weather Radar, Daily Forecast, Hurricane and information from The Weather Channel and weather.com","Google Chrome",weather.com,Default,LoneWolf.E01
History,"https://weather.com/weather/5day/l/USVA0949:1:US","2018-04-06 13:55:25 IST","https://weather.com/weather/5day/l/USVA0949:1:US","5-Day Weather Forecast for Huntington, VA - The Weather Channel | Weather.com","Google Chrome",weather.com,Default,LoneWolf.E01
History,"https://weather.com/weather/5day/l/USVA0949:1:US","2018-04-06 13:55:25 IST","https://weather.com/weather/5day/l/USVA0949:1:US","5-Day Weather Forecast for Huntington, VA - The Weather Channel | Weather.com","Google Chrome",weather.com,Default,LoneWolf.E01
History,"https://www.google.com/search?q=can+i+sync+a+file+to+multiple+cloud+storage+locations&rlz=1C1CHBF_enUS790US790&oq=can+i+sync+a+file+to+multiple+cloud+storage+locations&aqs=chrome..69i57.8814j0j4&sourceid=chrome&ie=UTF-8","2018-03-28 05:04:08 IST","https://www.google.com/search?q=can+i+sync+a+file+to+multiple+cloud+storage+locations&rlz=1C1CHBF_enUS790US790&oq=can+i+sync+a+file+to+multiple+cloud+storage+locations&aqs=chrome..69i57.8814j0j4&sourceid=chrome&ie=UTF-8","can i sync a file to multiple cloud storage locations - Google Search","Google Chrome",google.com,Default,LoneWolf.E01
History,"https://www.securedatarecovery.com/blog/best-tools-sync-files-multiple-cloud-storage-services","2018-03-28 05:04:24 IST","https://www.securedatarecovery.com/blog/best-tools-sync-files-multiple-cloud-storage-services","Best Tools to Sync Files between Multiple Cloud Storage Services","Google Chrome",securedatarecovery.com,Default,LoneWolf.E01
History,"https://forum.odrive.com/t/how-can-i-sync-one-local-folder-to-multiple-cloud-storage-accounts/1425","2018-03-28 05:04:28 IST","https://forum.odrive.com/t/how-can-i-sync-one-local-folder-to-multiple-cloud-storage-accounts/1425","How can I sync one local folder to multiple cloud storage accounts? - I Have a Question - odrive Community","Google Chrome",odrive.com,Default,LoneWolf.E01
History,"https://forum.odrive.com/t/how-can-i-sync-one-local-folder-to-multiple-cloud-storage-accounts/1425","2018-03-28 05:04:28 IST","https://forum.odrive.com/t/how-can-i-sync-one-local-folder-to-multiple-cloud-storage-accounts/1425","How can I sync one local folder to multiple cloud storage accounts? - I Have a Question - odrive Community","Google Chrome",odrive.com,Default,LoneWolf.E01
History,"https://forum.odrive.com/t/how-can-i-sync-one-local-folder-to-multiple-cloud-storage-accounts/1425","2018-03-28 05:04:28 IST","https://forum.odrive.com/t/how-can-i-sync-one-local-folder-to-multiple-cloud-storage-accounts/1425","How can I sync one local folder to multiple cloud storage accounts? - I Have a Question - odrive Community","Google Chrome",odrive.com,Default,LoneWolf.E01
History,"https://www.egnyte.com/solutions/cross-office-sync.html","2018-03-28 05:04:45 IST","https://www.egnyte.com/solutions/cross-office-sync.html","Sync Multiple Sites & Offices File Storage Solutions With Egnyte","Google Chrome",egnyte.com,Default,LoneWolf.E01
History,http://odrive.com/,"2018-03-28 05:08:10 IST",http://odrive.com/,"odrive - Sync all cloud storage in one place","Google Chrome",odrive.com,Default,LoneWolf.E01
History,https://odrive.com/,"2018-03-28 05:08:10 IST",https://odrive.com/,"odrive - Sync all cloud storage in one place","Google Chrome",odrive.com,Default,LoneWolf.E01
History,"https://www.google.com/search?q=cloud+storage+solutions&rlz=1C1CHBF_enUS790US790&oq=cloud+storage+solutions&aqs=chrome..69i57j0l5.2949j0j7&sourceid=chrome&ie=UTF-8","2018-03-28 05:12:35 IST","https://www.google.com/search?q=cloud+storage+solutions&rlz=1C1CHBF_enUS790US790&oq=cloud+storage+solutions&aqs=chrome..69i57j0l5.2949j0j7&sourceid=chrome&ie=UTF-8","cloud storage solutions - Google Search","Google Chrome",google.com,Default,LoneWolf.E01
History,"https://www.pcmag.com/roundup/306323/the-best-cloud-storage-providers-and-file-syncing-services","2018-03-28 05:12:49 IST","https://www.pcmag.com/roundup/306323/the-best-cloud-storage-providers-and-file-syncing-services","The Best Cloud Storage and File-Sharing Services of 2018 | PCMag.com","Google Chrome",pcmag.com,Default,LoneWolf.E01
History,"https://www.techradar.com/news/the-best-cloud-storage","2018-03-28 05:12:53 IST","https://www.techradar.com/news/the-best-cloud-storage","The best cloud storage of 2018 | TechRadar","Google Chrome",techradar.com,Default,LoneWolf.E01
History,"https://www.cloudwards.net/cloud-storage-reviews/","2018-03-28 05:13:10 IST","https://www.cloudwards.net/cloud-storage-reviews/","►Best Cloud Storage Reviews 2018 – Top 50 Services Compared","Google Chrome",cloudwards.net,Default,LoneWolf.E01
History,"https://www.google.com/search?q=amazon+cloud+storage&rlz=1C1CHBF_enUS790US790&oq=amazon+cloud+storage&aqs=chrome..69i57j0l5.3373j0j7&sourceid=chrome&ie=UTF-8","2018-03-28 05:16:32 IST","https://www.google.com/search?q=amazon+cloud+storage&rlz=1C1CHBF_enUS790US790&oq=amazon+cloud+storage&aqs=chrome..69i57j0l5.3373j0j7&sourceid=chrome&ie=UTF-8","amazon cloud storage - Google Search","Google Chrome",google.com,Default,LoneWolf.E01
History,"https://www.amazon.com/clouddrive","2018-03-28 05:16:52 IST","https://www.amazon.com/clouddrive","Amazon Drive","Google Chrome",amazon.com,Default,LoneWolf.E01
History,"https://www.amazon.com/clouddrive/133-5117941-6434225?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&mgh=1","2018-03-28 05:16:52 IST","https://www.amazon.com/clouddrive/133-5117941-6434225?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&mgh=1","Amazon Drive","Google Chrome",amazon.com,Default,LoneWolf.E01
History,"https://www.amazon.com/clouddrive?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&mgh=1","2018-03-28 05:16:52 IST","https://www.amazon.com/clouddrive?_encoding=UTF8&%2AVersion%2A=1&%2Aentries%2A=0&mgh=1","Amazon Drive","Google Chrome",amazon.com,Default,LoneWolf.E01
History,"https://www.amazon.com/clouddrive/home?ref_=cd_auth_home","2018-03-28 05:16:52 IST","https://www.amazon.com/clouddrive/home?ref_=cd_auth_home","Amazon Drive","Google Chrome",amazon.com,Default,LoneWolf.E01
History,"https://www.amazon.com/b/?_encoding=UTF8&node=15547130011&ref_=cd_auth_home","2018-03-28 05:16:52 IST","https://www.amazon.com/b/?_encoding=UTF8&node=15547130011&ref_=cd_auth_home","Amazon Drive","Google Chrome",amazon.com,Default,LoneWolf.E01
History,"https://www.google.com/search?rlz=1C1CHBF_enUS790US790&ei=19e6WumYFILhjAPJ2KuoBw&q=can+i+use+amazon+s3+for+free&oq=can+i+use+amazon+s3+for+free&gs_l=psy-ab.3..33i22i29i30k1.31328.38086.0.39465.44.29.1.0.0.0.340.3767.0j13j6j1.21.0....0...1.1.64.psy-ab..22.22.4029.6..0j0i67k1j0i131k1j0i20i263k1j35i39k1j0i22i10i30k1j33i160k1.258.zpAYlb9nZgk","2018-03-28 05:17:13 IST","https://www.google.com/search?rlz=1C1CHBF_enUS790US790&ei=19e6WumYFILhjAPJ2KuoBw&q=can+i+use+amazon+s3+for+free&oq=can+i+use+amazon+s3+for+free&gs_l=psy-ab.3..33i22i29i30k1.31328.38086.0.39465.44.29.1.0.0.0.340.3767.0j13j6j1.21.0....0...1.1.64.psy-ab..22.22.4029.6..0j0i67k1j0i131k1j0i20i263k1j35i39k1j0i22i10i30k1j33i160k1.258.zpAYlb9nZgk","can i use amazon s3 for free - Google Search","Google Chrome",google.com,Default,LoneWolf.E01
History,"https://aws.amazon.com/s3/","2018-03-28 05:17:45 IST","https://aws.amazon.com/s3/","Cloud Object Storage | Store & Retrieve Data Anywhere | Amazon Simple Storage Service","Google Chrome",amazon.com,Default,LoneWolf.E01
History,"https://www.google.com/search?q=sync+amazon+s3+from+desktop%3F&rlz=1C1CHBF_enUS790US790&oq=sync+amazon+s3+from+desktop%3F&aqs=chrome..69i57.6981j0j7&sourceid=chrome&ie=UTF-8","2018-03-28 05:17:57 IST","https://www.google.com/search?q=sync+amazon+s3+from+desktop%3F&rlz=1C1CHBF_enUS790US790&oq=sync+amazon+s3+from+desktop%3F&aqs=chrome..69i57.6981j0j7&sourceid=chrome&ie=UTF-8","sync amazon s3 from desktop? - Google Search","Google Chrome",google.com,Default,LoneWolf.E01
History,"https://www.google.com/search?q=tntdrive&rlz=1C1CHBF_enUS790US790&oq=tntdrive&aqs=chrome..69i57.1436j0j9&sourceid=chrome&ie=UTF-8","2018-03-28 05:18:18 IST","https://www.google.com/search?q=tntdrive&rlz=1C1CHBF_enUS790US790&oq=tntdrive&aqs=chrome..69i57.1436j0j9&sourceid=chrome&ie=UTF-8","tntdrive - Google Search","Google Chrome",google.com,Default,LoneWolf.E01
History,https://tntdrive.com/,"2018-03-28 05:18:21 IST",https://tntdrive.com/,"S3 Drive. Mount Amazon S3 Bucket as a Windows Drive. Map Amazon S3 Bucket. Mount S3 Drive. Amazon S3 Disk.","Google Chrome",tntdrive.com,Default,LoneWolf.E01
History,"https://www.google.com/search?q=tntdrive+vs&rlz=1C1CHBF_enUS790US790&oq=tntdrive+vs+&aqs=chrome..69i57.4159j0j7&sourceid=chrome&ie=UTF-8","2018-03-28 05:19:10 IST","https://www.google.com/search?q=tntdrive+vs&rlz=1C1CHBF_enUS790US790&oq=tntdrive+vs+&aqs=chrome..69i57.4159j0j7&sourceid=chrome&ie=UTF-8","tntdrive vs - Google Search","Google Chrome",google.com,Default,LoneWolf.E01
History,"https://alternativeto.net/software/tntdrive/","2018-03-28 05:19:21 IST","https://alternativeto.net/software/tntdrive/","TntDrive Alternatives and Similar Software - AlternativeTo.net","Google Chrome",alternativeto.net,Default,LoneWolf.E01
History,"https://www.google.com/search?q=s3+desktop+client&rlz=1C1CHBF_enUS790US790&oq=s3+desktop+client&aqs=chrome..69i57j0.3528j0j4&sourceid=chrome&ie=UTF-8","2018-03-28 05:20:07 IST","https://www.google.com/search?q=s3+desktop+client&rlz=1C1CHBF_enUS790US790&oq=s3+desktop+client&aqs=chrome..69i57j0.3528j0j4&sourceid=chrome&ie=UTF-8","s3 desktop client - Google Search","Google Chrome",google.com,Default,LoneWolf.E01
History,http://s3browser.com/,"2018-03-28 05:20:22 IST",http://s3browser.com/,"S3 Browser - Amazon S3 Client for Windows. User Interface for Amazon S3. S3 Bucket Explorer.","Google Chrome",s3browser.com,Default,LoneWolf.E01
History,http://aws.amazon.com/,"2018-04-05 07:57:13 IST",http://aws.amazon.com/,"Amazon Web Services (AWS) - Cloud Computing Services","Google Chrome",amazon.com,Default,LoneWolf.E01
History,https://aws.amazon.com/,"2018-04-05 07:57:13 IST",https://aws.amazon.com/,"Amazon Web Services (AWS) - Cloud Computing Services","Google Chrome",amazon.com,Default,LoneWolf.E01
History,"https://console.aws.amazon.com/?nc2=h_m_mc","2018-03-28 05:21:47 IST","https://console.aws.amazon.com/?nc2=h_m_mc","Amazon Web Services Sign-In","Google Chrome",amazon.com,Default,LoneWolf.E01
History,"https://console.aws.amazon.com/console/home","2018-04-05 07:57:20 IST","https://console.aws.amazon.com/console/home","Amazon Web Services Sign-In","Google Chrome",amazon.com,Default,LoneWolf.E01
History,"https://console.aws.amazon.com/console/home?&state=hashArgs%23","2018-04-05 07:57:20 IST","https://console.aws.amazon.com/console/home?&state=hashArgs%23","Amazon Web Services Sign-In","Google Chrome",amazon.com,Default,LoneWolf.E01
History,"https://us-east-1.signin.aws.amazon.com/oauth?SignatureVersion=4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAJMOATPLHVSJ563XQ&X-Amz-Date=2018-03-27T23%3A51%3A46.407Z&X-Amz-Signature=cb1b9cc92b3a5f405e2edc1e5cc80d00e75b87788a7f92989dda9651df994a8d&X-Amz-SignedHeaders=host&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fhomepage&redirect_uri=https%3A%2F%2Fconsole.aws.amazon.com%2Fconsole%2Fhome%3Fstate%3DhashArgs%2523%26isauthcode%3Dtrue&response_type=code&state=hashArgs%23","2018-03-28 05:21:48 IST","https://us-east-1.signin.aws.amazon.com/oauth?SignatureVersion=4&X-Amz-Algorithm=AWS4-HMAC-SHA256&X-Amz-Credential=AKIAJMOATPLHVSJ563XQ&X-Amz-Date=2018-03-27T23%3A51%3A46.407Z&X-Amz-Signature=cb1b9cc92b3a5f405e2edc1e5cc80d00e75b87788a7f92989dda9651df994a8d&X-Amz-SignedHeaders=host&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fhomepage&redirect_uri=https%3A%2F%2Fconsole.aws.amazon.com%2Fconsole%2Fhome%3Fstate%3DhashArgs%2523%26isauthcode%3Dtrue&response_type=code&state=hashArgs%23","Amazon Web Services Sign-In","Google Chrome",amazon.com,Default,LoneWolf.E01
History,"https://signin.aws.amazon.com/signin?redirect_uri=https%3A%2F%2Fconsole.aws.amazon.com%2Fconsole%2Fhome%3Fstate%3DhashArgs%2523%26isauthcode%3Dtrue&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fhomepage&forceMobileApp=0","2018-04-05 07:57:20 IST","https://signin.aws.amazon.com/signin?redirect_uri=https%3A%2F%2Fconsole.aws.amazon.com%2Fconsole%2Fhome%3Fstate%3DhashArgs%2523%26isauthcode%3Dtrue&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fhomepage&forceMobileApp=0","Amazon Web Services Sign-In","Google Chrome",amazon.com,Default,LoneWolf.E01
History,"https://signin.aws.amazon.com/oauth?redirect_uri=https%3A%2F%2Fconsole.aws.amazon.com%2Fconsole%2Fhome%3Fstate%3DhashArgs%2523%26isauthcode%3Dtrue&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fhomepage&response_type=code&iam_user=true&account=jimcloudy1","2018-03-28 05:22:17 IST","https://signin.aws.amazon.com/oauth?redirect_uri=https%3A%2F%2Fconsole.aws.amazon.com%2Fconsole%2Fhome%3Fstate%3DhashArgs%2523%26isauthcode%3Dtrue&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fhomepage&response_type=code&iam_user=true&account=jimcloudy1","Amazon Web Services Sign-In","Google Chrome",amazon.com,Default,LoneWolf.E01
History,"https://signin.aws.amazon.com/oauth?redirect_uri=https%3A%2F%2Fconsole.aws.amazon.com%2Fconsole%2Fhome%3Fstate%3DhashArgs%2523%26isauthcode%3Dtrue&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fhomepage&response_type=code&iam_user=true&account=jimcloudy1#","2018-03-28 05:22:39 IST","https://signin.aws.amazon.com/oauth?redirect_uri=https%3A%2F%2Fconsole.aws.amazon.com%2Fconsole%2Fhome%3Fstate%3DhashArgs%2523%26isauthcode%3Dtrue&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fhomepage&response_type=code&iam_user=true&account=jimcloudy1#",,"Google Chrome",amazon.com,Default,LoneWolf.E01
History,"https://signin.aws.amazon.com/oauth?response_type=code&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fhomepage&redirect_uri=https%3A%2F%2Fconsole.aws.amazon.com%2Fconsole%2Fhome%3Fstate%3DhashArgs%2523%26isauthcode%3Dtrue","2018-03-28 05:22:39 IST","https://signin.aws.amazon.com/oauth?response_type=code&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fhomepage&redirect_uri=https%3A%2F%2Fconsole.aws.amazon.com%2Fconsole%2Fhome%3Fstate%3DhashArgs%2523%26isauthcode%3Dtrue","Amazon Web Services Sign-In","Google Chrome",amazon.com,Default,LoneWolf.E01
History,"https://signin.aws.amazon.com/signin?redirect_uri=https%3A%2F%2Fconsole.aws.amazon.com%2Fconsole%2Fhome%3Fstate%3DhashArgs%2523%26isauthcode%3Dtrue&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fhomepage&forceMobileApp=0","2018-04-05 07:57:20 IST","https://signin.aws.amazon.com/signin?redirect_uri=https%3A%2F%2Fconsole.aws.amazon.com%2Fconsole%2Fhome%3Fstate%3DhashArgs%2523%26isauthcode%3Dtrue&client_id=arn%3Aaws%3Aiam%3A%3A015428540659%3Auser%2Fhomepage&forceMobileApp=0","Amazon Web Services Sign-In","Google Chrome",amazon.com,Default,LoneWolf.E01
